accession,GC_Content,tRNAs,Cgenes,Pgenes,CRISPR
NZ_AP019411,58.617,63,5549,328,0
NZ_CP022915,67.864,54,4771,158,0
NZ_CP022208,68.046,53,4473,166,0
NZ_CP040719,67.796,55,5464,169,0
NZ_CP063450,67.95,54,5365,143,0
NZ_CP066853,68.047,54,4528,118,0
NZ_CP050178,68.006,54,5005,164,0
NZ_CP088975,67.999,53,4537,157,0
NZ_CP095851,67.856,53,4899,183,0
NZ_CP096583,67.935,54,4625,162,0
NZ_CP012076,67.063,61,4557,33,0
NZ_CP012077,67.083,61,4475,27,0
NZ_CP024172,67.083,61,4480,24,0
NZ_CP021395,67.18,62,4396,15,0
NZ_CP021396,66.865,62,4687,27,0
NZ_CP021397,67.008,62,4583,27,0
NZ_CP021398,67.002,63,4581,23,0
NZ_CP021399,67.09,62,4549,21,0
NZ_CP021400,67.129,62,4489,25,0
NZ_CP044059,67.132,61,4474,28,0
NZ_CP049736,66.938,59,4620,89,0
NZ_CP052844,67.008,61,4579,33,0
NZ_CP052845,67.009,61,4579,30,0
NZ_CP052846,67.009,61,4578,34,0
NZ_CP052847,67.008,61,4577,37,0
NZ_CP052848,66.982,61,4531,32,0
NZ_LT906461,67.062,61,4563,27,0
NZ_LR134382,67.07,63,4715,29,0
NZ_CP017886,58.728,70,5508,211,0
NZ_CP018319,58.95,65,5542,127,0
NZ_CP023466,59.351,69,5807,116,0
NZ_CP022699,55.824,59,3585,87,0
NZ_CP045192,31.785,55,2989,13,0
NZ_CP031425,68.683,46,3312,15,0
NZ_CP041040,67.719,46,3463,10,0
NZ_AP025144,44.118,108,5810,74,0
NZ_AP025147,44.013,104,5589,81,0
NZ_AP025149,43.919,101,5856,75,0
NZ_AP025152,43.939,108,5958,99,0
NZ_AP025155,43.938,108,5963,101,0
NZ_CP025084,49.296,74,4302,113,4
NZ_CP025085,49.296,74,4299,114,4
NZ_AP019774,40.007,39,1650,72,0
NZ_AP023036,39.869,39,1717,81,0
NZ_AP023039,40.013,39,1683,61,0
NZ_AP023042,40.018,39,1737,64,0
NZ_AP023046,40.12,39,1656,61,0
NZ_CP095855,46.628,63,6395,7,1
NZ_CP044534,42.632,61,1648,30,0
NZ_CP010799,65.408,50,4670,75,0
NZ_CP011257,65.801,51,4491,61,0
NC_014315,50.118,45,3055,60,1
NZ_CP084016,44.459,62,3221,26,4
NC_007777,70.079,44,4523,148,3
NZ_CP017757,65.821,67,7280,157,0
NZ_CP017758,65.542,67,7280,157,0
NZ_CP066018,66.469,64,6638,169,0
NZ_CP066019,66.784,64,6638,169,0
NZ_CP068434,66.355,65,7411,327,0
NZ_CP068435,65.873,65,7411,327,0
NZ_CP015880,62.827,64,6725,133,0
NZ_CP015881,62.801,64,6725,133,0
NZ_CP015882,60.329,64,6725,133,0
NZ_CP030262,62.823,62,6832,164,0
NZ_CP030263,62.661,62,6832,164,0
NZ_CP030264,60.334,62,6832,164,0
NZ_CP083343,62.424,64,7678,134,0
NZ_CP083344,60.99,64,7678,134,0
NZ_CP083346,62.424,61,7427,131,0
NZ_CP083347,60.946,61,7427,131,0
NZ_CP083349,62.424,61,7422,132,0
NZ_CP083350,60.947,61,7422,132,0
NZ_CP084486,62.733,62,6854,94,0
NZ_CP084487,62.998,62,6854,94,0
NZ_CP084488,60.691,62,6854,94,0
NZ_CP011367,66.031,46,2703,62,0
NZ_CP018259,38.089,81,4077,57,2
NZ_CP066121,38.126,80,4270,81,1
NZ_CP066119,38.039,81,4274,71,2
NZ_AP014630,38.276,82,4168,41,1
NZ_CP010368,38.787,72,3688,93,0
NZ_CP020588,38.715,73,3802,87,0
NZ_CP014019,38.781,73,3644,88,0
NZ_CP029351,38.702,74,3670,94,0
NZ_CP036171,38.789,75,3611,62,0
NZ_CP038816,38.821,75,3469,96,0
NZ_CP042994,38.76,73,3556,118,0
NZ_CP045560,38.823,74,3816,128,0
NZ_CP059078,38.708,67,3642,66,0
NZ_CP077398,38.751,73,3538,53,0
NZ_CP020822,31.975,58,2851,16,0
NZ_CP039127,62.529,75,5566,97,0
NZ_CP033381,51.816,46,4714,33,2
NC_002528,26.312,31,581,10,0
NZ_CP097750,29.742,40,610,7,0
NZ_CP097749,29.738,40,608,7,0
NZ_CP097751,29.74,40,612,6,0
NZ_CP083647,63.079,50,2127,22,1
NZ_CP083646,63.177,50,2256,26,1
NZ_CP016010,52.242,84,4537,133,2
NZ_CP016012,52.177,89,4684,156,2
NZ_CP016014,52.183,84,4307,124,2
NZ_CP013685,52.212,86,4481,125,2
NZ_CP041208,52.228,86,4614,124,2
NZ_CP051317,52.188,88,4825,148,2
NZ_CP051372,52.218,88,4618,126,2
NZ_CP051374,52.408,88,4618,126,2
NZ_AP018824,40.241,72,3156,100,3
NZ_CP068180,40.213,73,3190,117,2
NZ_CP068176,40.208,73,3132,97,1
NZ_CP015615,42.858,84,2971,80,0
NZ_CP025618,42.75,86,2864,168,0
NZ_CP030754,42.819,86,2934,118,0
NZ_CP044463,42.676,87,3073,96,0
NZ_CP044483,42.682,87,3042,73,0
NZ_CP044474,42.666,86,3023,106,0
NZ_LN794217,32.39,32,1298,239,0
NZ_AP019831,30.579,46,2536,34,4
NZ_AP019840,30.642,46,2653,29,2
NZ_AP019845,30.771,46,2390,29,5
NZ_CP016605,33.651,57,1867,23,2
NZ_CP034334,33.997,34,1114,60,0
NZ_CP034335,33.997,34,1104,55,0
NZ_CP018809,34.438,58,1523,43,1
NZ_CP046310,34.466,57,1393,20,1
NZ_AP024237,65.929,45,4408,341,2
NZ_AP024310,65.904,45,4404,210,3
NZ_CP047180,72.47,46,3915,18,0
NZ_CP014228,72.581,51,2486,65,0
NZ_CP072793,50.835,45,3656,17,3
NC_019748,35.953,45,4928,56,4
NC_019683,43.867,47,4514,175,0
NZ_CP053923,63.53,47,3478,289,4
NZ_CP055306,38.995,63,1972,39,2
NZ_CP055305,39.01,60,1947,30,1
NZ_CP055302,39.257,67,2138,45,1
NZ_CP033926,35.48,87,4397,10,1
NZ_LS483444,41.942,61,1950,35,0
NZ_LR134285,42.234,60,1846,26,0
NZ_LR594040,41.2,60,1822,25,0
NZ_CP025499,46.372,59,2878,89,1
NZ_CP064299,46.353,61,2956,111,1
NZ_CP064304,46.398,60,3027,141,0
NZ_CP064311,46.312,59,2984,118,1
NZ_CP064314,46.32,60,2902,82,1
NZ_CP064316,46.316,60,2928,84,1
NZ_CP065154,46.381,59,2984,119,1
NZ_CP068408,46.378,59,2869,106,1
NZ_CP068416,46.377,59,2882,102,1
NZ_CP073916,46.345,61,2790,96,1
NZ_CP019981,38.617,63,2198,54,1
NZ_CP012411,17.634,27,207,1,0
NZ_CP019943,14.808,26,199,1,0
NZ_CP041245,17.822,27,206,1,0
NZ_CP027228,40.957,44,1672,5,0
NC_009445,65.51,52,6624,48,0
NZ_LR215043,33.725,34,617,2,0
NZ_LR215041,26.989,32,602,2,0
NZ_LR215037,24.147,33,738,6,1
NZ_CP020347,40.41,60,2218,119,3
NZ_CP020348,41.583,60,2218,119,3
NZ_CP020349,41.274,60,2218,119,3
NZ_LR134514,40.452,58,2055,45,4
NZ_CP023656,60.239,61,3548,22,1
NZ_AP022843,53.167,60,3644,72,1
NC_000922,40.578,38,1036,15,0
NZ_CP017197,36.917,57,1852,37,0
NZ_CP058617,36.918,66,1729,17,0
NZ_LT859959,65.193,50,6739,136,0
NZ_CP029039,52.209,85,4296,132,2
NZ_CP029336,52.209,85,4295,134,2
NZ_CP032816,52.351,84,4189,133,2
NZ_CP034232,52.252,84,4362,116,2
NZ_CP040379,52.281,85,4249,125,2
NZ_CP048617,29.872,76,2521,40,8
NZ_AP021846,42.27,89,3907,18,1
NZ_AP021847,41.461,89,3907,18,1
NZ_CP023694,71.087,73,8179,229,0
NZ_CP051608,33.993,34,1401,128,0
NZ_AP025343,47.978,86,6359,95,3
NZ_CP030024,52.191,84,4461,136,2
NZ_CP013259,25.472,32,563,14,0
NZ_CP032759,25.3,32,573,20,0
NZ_CP011299,25.795,32,521,11,0
NZ_CP047588,24.322,32,539,3,0
NC_019689,45.193,42,4478,76,3
NZ_CP014160,47.562,62,1752,13,2
NZ_CP026544,63.792,63,6303,128,0
NZ_CP037900,63.685,62,6454,112,0
NZ_CP037901,63.622,62,6454,112,0
NZ_CP046331,63.82,63,6245,104,0
NZ_CP046333,63.6,63,6245,104,0
NZ_CP076049,63.85,63,5608,42,0
NZ_CP076050,64.002,63,5608,42,0
NZ_CP083718,63.896,63,5563,48,0
NZ_CP083719,63.946,63,5563,48,0
NZ_CP090526,63.896,63,5555,49,0
NZ_CP090527,63.944,63,5555,49,0
NZ_CP051623,39.463,67,1922,78,2
NZ_CP051624,39.476,67,2007,89,2
NZ_CP053074,39.482,67,2012,84,2
NZ_AP023393,39.432,67,1964,78,2
NZ_AP023394,39.521,67,1927,67,2
NZ_CP092887,39.91,67,1870,18,0
NZ_LS483318,39.639,67,1918,63,0
NZ_LS483367,39.579,67,1956,66,1
NZ_LS483361,39.796,67,2048,70,1
NZ_LS483363,39.544,67,2024,68,1
NZ_LS483413,39.422,67,2108,64,2
NZ_LR134316,39.742,57,2069,70,1
NZ_LR594034,39.532,67,2012,81,1
NZ_LR594045,39.525,87,2031,85,1
NZ_LR594047,39.549,78,2060,64,2
NZ_LR594048,39.468,67,1994,76,2
NZ_CP010115,32.313,36,1696,169,0
NZ_CP012037,32.271,38,1715,172,0
NZ_CP058276,32.259,38,1727,157,0
NZ_CP009693,32.156,38,1636,293,0
NZ_CP010288,32.157,38,1635,291,0
NZ_CP010289,32.15,38,1635,285,0
NZ_CP048229,32.157,38,1723,230,0
NZ_CP044002,32.152,38,1636,289,0
NZ_CP044003,32.152,38,1625,289,0
NZ_CP044004,32.146,38,1636,284,0
NZ_CP044005,32.153,38,1648,280,0
NZ_AP023459,32.178,38,1598,326,0
NZ_AP023460,32.177,38,1596,326,0
NZ_CP058274,32.155,38,1656,274,0
NZ_CP058301,32.155,38,1631,297,0
NZ_CP058275,32.16,38,1611,313,0
NZ_CP089549,32.175,36,1640,272,0
NZ_CP021920,45.209,85,4743,218,0
NZ_CP007639,52.182,82,4262,278,0
NZ_CP051366,52.179,86,4330,273,1
NZ_AP025685,52.657,84,3777,36,3
NZ_LR134442,68.303,46,2610,35,7
NZ_CP021053,46.085,51,1723,11,3
NZ_CP023682,46.344,51,1896,20,3
NZ_CP023677,46.36,51,1895,24,3
NZ_AP017655,64.55,50,4401,153,0
NZ_CP007743,57.171,55,3010,136,0
NZ_CP007742,57.367,55,3010,136,0
NZ_CP061816,57.218,54,2973,146,0
NZ_CP061815,57.363,54,2973,146,0
NZ_CP065047,66.019,46,5396,243,0
NZ_CP013747,64.659,50,4494,87,0
NZ_CP013748,56.318,50,4494,87,0
NZ_CP022745,63.597,54,4319,158,0
NZ_CP022746,61.958,54,4319,158,0
NZ_CP076556,63.384,54,4209,87,0
NZ_CP076557,61.741,54,4209,87,0
NZ_CP013068,63.338,56,5061,74,3
NZ_CP049044,57.437,71,4673,64,0
NZ_AP023356,71.539,81,8904,89,1
NC_003112,51.528,59,2008,169,0
NC_003116,51.809,58,1979,145,1
NC_012440,37.156,40,2045,4,3
NZ_LR134298,40.347,57,2123,23,2
NZ_CP015029,42.653,55,1956,13,1
NZ_CP018898,65.688,63,3857,23,0
NZ_CP016340,65.546,68,4089,15,0
NZ_CP049957,65.467,65,3973,42,0
NZ_LT546645,65.536,70,4083,52,0
NZ_CP023536,41.989,80,3621,22,0
NZ_CP059346,42.191,79,3563,69,0
NZ_CP084296,42.83,79,3702,71,2
NZ_OU659113,42.084,82,4029,62,0
NZ_OU659125,42.084,82,4032,61,0
NZ_OU659120,42.084,82,4034,61,0
NZ_OU659118,41.957,82,3684,45,0
NZ_OU659130,42.099,82,4034,61,0
NZ_OU659131,41.976,82,4034,61,0
NZ_OU659150,41.993,82,3830,57,2
NZ_OU659162,42.083,82,4032,62,0
NZ_OU659204,42.548,79,3470,19,0
NZ_AP022605,67.509,46,3732,182,0
NZ_CP007633,47.053,46,1838,18,6
NC_010483,46.178,46,1848,13,7
NZ_CP042299,47.806,103,3602,39,0
NZ_CP045298,46.125,92,4956,295,11
NZ_CP012900,68.484,62,3610,69,0
NZ_CP019797,69.746,61,2982,245,0
NZ_CP043570,68.963,62,3441,41,1
NZ_CP043567,69.243,61,3348,65,0
NZ_CP060028,67.235,52,3579,53,0
NZ_CP060731,67.393,50,3639,34,0
NZ_CP095184,67.851,49,3352,113,0
NZ_CP095186,68.227,51,3592,231,0
NZ_CP014163,42.75,57,1638,12,2
NZ_CP026558,58.156,64,5551,338,0
NZ_CP092923,58.257,63,5265,153,0
NZ_CP014342,52.198,88,3240,132,5
NZ_AP022557,51.495,89,3619,214,6
NZ_CP051162,52.253,100,3375,141,3
NZ_CP051163,54.237,100,3375,141,3
NZ_CP007221,63.965,55,3917,559,0
NZ_CP007810,64.053,47,3491,445,1
NZ_CP011962,64.01,53,3807,534,0
NZ_CP011955,64.083,53,3603,505,0
NZ_CP011956,64.077,53,3597,509,0
NZ_CP011957,64.141,53,3528,500,0
NZ_CP011958,63.925,53,3780,553,0
NZ_CP011959,63.92,53,3799,547,0
NZ_CP011960,64.081,53,3599,505,0
NZ_CP011961,64.077,53,3586,517,0
NZ_CP043403,64.031,54,3677,517,0
NZ_CP045912,64.026,53,3669,505,0
NZ_CP080589,64.025,55,3689,519,0
NZ_CP064794,64.082,53,3548,568,0
NZ_CP064871,64.134,53,3535,515,0
NZ_CP059710,64.116,53,3598,497,0
NC_021252,69.006,50,8193,49,0
NZ_AP025344,54.667,82,5679,86,6
NZ_CP048928,57.12,48,1604,34,1
NZ_CP023695,71.161,68,6713,165,0
NZ_CP094298,71.957,68,8229,191,0
NZ_CP021963,51.903,84,4503,56,1
NZ_LR134485,51.797,83,4395,234,0
NZ_AP022572,65.526,47,4678,913,0
NZ_CP014860,65.532,47,4155,1,107
NZ_CP077258,68.854,51,2470,28,0
NZ_CP083645,68.755,52,2430,36,1
NZ_CP043222,52.101,83,4708,186,2
NC_018420,28.903,38,556,20,0
NZ_CP041971,41.351,73,3682,52,0
NZ_CP024905,62.317,62,6153,236,0
NZ_CP024906,61.74,62,6153,236,0
NZ_CP010026,62.072,63,7956,161,0
NZ_CP010027,61.885,63,7956,161,0
NZ_CP092364,67.052,48,6275,89,0
NC_017803,71.317,102,8170,116,0
NZ_LT827010,71.319,102,8168,110,0
NZ_CP021987,25.412,30,564,16,0
NZ_CP021988,25.436,30,559,21,0
NZ_CP021990,25.434,30,561,28,0
NZ_CP021991,25.45,30,572,21,0
NZ_CP041199,25.534,30,577,12,0
NZ_CP086127,25.459,30,569,9,0
NZ_CP076254,68.043,53,3856,249,1
NZ_CP064002,68.012,53,3724,216,1
NZ_CP064003,67.869,54,3803,192,1
NZ_CP064004,67.789,53,3915,213,1
NZ_CP064005,67.934,53,3706,211,2
NZ_CP064001,67.787,53,3805,196,1
NZ_CP072988,67.846,54,3794,235,1
NZ_CP072990,67.821,53,3698,271,1
NZ_CP010314,43.553,86,4228,50,0
NZ_CP013654,43.877,86,3899,115,0
NZ_CP014166,43.853,85,4014,61,0
NZ_CP015975,43.906,86,3881,45,0
NZ_CP015375,43.507,86,4253,53,0
NZ_CP016852,43.514,86,4248,61,0
NZ_CP021507,43.322,87,4105,243,0
NZ_CP021498,43.635,86,3974,148,0
NZ_CP021499,43.635,86,3996,122,0
NZ_CP021889,43.634,86,3982,136,0
NZ_CP021892,43.358,87,4062,278,0
NZ_CP021921,43.785,86,4057,95,0
NZ_CP032852,43.306,87,4099,249,0
NZ_CP032855,43.153,86,4240,342,0
NZ_CP032853,43.271,87,4130,269,0
NZ_CP032860,43.597,86,4192,102,0
NZ_CP032857,43.352,88,4229,283,0
NZ_CP032867,43.468,87,4138,229,0
NZ_CP032863,43.466,87,4134,239,0
NZ_CP032861,43.496,87,4087,264,0
NZ_CP032865,43.466,87,4129,240,0
NZ_CP032872,43.349,94,4262,254,0
NZ_CP029609,43.721,86,4187,99,0
NZ_AP019714,43.507,88,4357,49,0
NZ_CP051465,43.848,83,3992,84,0
NZ_CP051466,43.849,86,4001,83,0
NZ_CP060417,43.897,87,3917,74,0
NZ_CP063151,43.437,86,4104,287,0
NZ_CP075344,43.516,86,4169,141,0
NZ_CP076731,43.499,87,4032,229,0
NZ_CP026746,68.296,51,5765,58,0
NZ_LR215973,68.237,50,5692,65,0
NZ_CP021886,33.201,39,1959,43,1
NZ_AP018664,64.817,52,4532,75,1
NZ_CP025121,23.219,32,660,15,0
NZ_CP091835,23.226,33,659,51,0
NZ_CP045072,62.788,51,4074,105,3
NZ_CP045073,62.915,51,4074,105,3
NZ_CP037939,37.895,67,1895,33,0
NZ_CP011545,63.138,51,2522,25,0
NZ_CP038467,55.135,85,4750,71,0
NZ_LR134494,55.058,84,4872,56,0
NZ_CP012873,45.085,88,2387,53,0
NZ_CP013726,45.318,88,2087,7,0
NZ_CP013936,45.322,90,2116,14,0
NZ_CP013934,45.318,88,2109,9,0
NZ_CP022606,45.317,88,2083,13,0
NZ_CP027427,45.091,88,2239,41,0
NZ_CP020928,44.886,90,2406,12,1
NZ_CP035267,45.203,88,2187,24,0
NZ_CP041193,45.161,88,2230,31,1
NZ_CP059699,45.176,89,2205,31,0
NZ_CP090955,45.318,88,2119,11,0
NZ_CP058237,45.087,93,2304,46,0
NZ_CP061509,44.907,90,2380,38,0
NC_013854,67.76,80,6468,189,5
NC_013855,67.644,80,6468,189,5
NC_013856,67.465,80,6468,189,5
NC_013857,67.398,80,6468,189,5
NC_013859,67.514,80,6468,189,5
NZ_CP085953,33.665,59,1730,60,1
NZ_CP050855,51.968,70,3004,405,1
NZ_AP019531,52.121,60,2006,781,0
NZ_CP072652,51.826,69,2672,342,1
NZ_CP072651,51.933,69,2672,342,1
NZ_CP075188,61.294,63,3854,20,1
NC_007907,47.36,59,5328,83,5
NZ_CP045287,71.001,48,3640,32,0
NZ_CP041259,71.058,47,3516,20,0
NZ_CP071883,71.016,47,3642,17,0
NZ_CP074439,70.95,47,3669,24,0
NC_002491,40.581,38,1032,15,0
NZ_CP054257,44.36,47,2265,18,1
NZ_CP054142,43.983,47,2273,11,1
NZ_CP058315,44.369,46,2291,22,1
NZ_CP015453,69.69,48,3567,24,0
NZ_CP035108,48.147,43,2708,5,2
NZ_CP092423,66.035,47,5516,159,0
NZ_CP021425,47.797,58,5410,48,1
NZ_CP015281,42.825,84,4656,192,4
NZ_CP024900,42.84,84,4584,188,7
NZ_CP024901,42.827,84,4657,188,5
NZ_CP033058,24.976,33,615,1,2
NZ_CP034841,27.469,31,685,5,0
NZ_CP029295,27.134,33,621,2,1
NZ_CP014994,52.177,85,4547,133,2
NZ_CP024168,52.303,83,4367,154,2
NZ_CP025217,52.177,85,4448,110,2
NZ_CP025218,52.23,84,4383,105,2
NZ_CP033345,52.177,85,4558,121,2
NZ_CP091878,52.208,81,4454,115,2
NZ_CP028107,34.668,51,2109,9,2
NZ_CP018196,35.268,51,1991,13,2
NZ_CP019306,35.214,50,2229,14,1
NZ_CP034842,34.031,51,2329,43,5
NZ_CP080764,44.758,115,3598,103,5
NZ_AP017423,59.75,70,5928,57,0
NZ_AP025518,66.193,55,6046,78,0
NZ_CP020618,31.358,61,2112,102,0
NZ_CP080457,31.528,62,2094,37,0
NZ_CP010848,61.482,45,2089,25,1
NZ_CP013292,61.476,45,2100,27,1
NZ_CP061742,61.472,46,2099,28,1
NZ_CP061743,61.379,45,2151,27,2
NZ_AP022579,66.841,51,6235,53,0
NZ_CP070348,66.456,51,6722,111,0
NZ_AP018515,52.335,56,2735,189,1
NZ_CP014634,59.008,52,2457,43,1
NZ_CP014635,59.256,52,2342,37,1
NC_008816,31.322,38,1848,5,0
NZ_CP030716,66.154,44,2966,16,0
NZ_CP030356,66.191,46,3029,16,0
NZ_CP030369,65.999,45,3222,42,0
NZ_CP030357,66.155,46,3029,34,0
NZ_CP030361,65.906,44,3233,32,4
NZ_CP030364,66.325,47,3055,18,2
NZ_CP051006,71.631,84,7903,255,0
NZ_CP015866,72.804,66,6818,70,0
NZ_CP067098,59.367,67,5782,104,0
NZ_CP019687,44.16,80,4031,367,4
NZ_CP019651,44.166,80,4101,261,3
NZ_CP019655,44.231,79,4537,216,6
NZ_CP019659,44.309,79,4194,204,6
NZ_CP020442,67.178,52,4531,182,0
NZ_CP024422,67.332,51,4350,165,2
NZ_CP031078,67.577,53,4464,134,2
NZ_CP044081,67.177,51,4422,148,0
NZ_CP049223,33.343,70,1314,23,1
NZ_CP049225,33.27,72,1228,33,0
NZ_CP049226,33.483,70,1344,42,1
NZ_CP049228,33.391,70,1333,31,1
NZ_CP049230,33.086,70,1173,26,0
NZ_CP049231,33.017,70,1197,28,0
NZ_CP012920,36.865,66,1448,12,0
NZ_CP080568,36.557,64,1350,7,0
NZ_CP080569,37.018,64,1414,5,1
NZ_CP071142,41.285,66,2013,102,0
NZ_CP071144,41.277,66,2011,101,0
NZ_CP071145,41.278,66,2007,101,0
NZ_CP071148,41.255,66,2018,97,0
NZ_LR134323,34.278,70,2021,122,0
NZ_CP022069,52.128,86,4583,162,2
NZ_CP038595,52.286,84,4301,131,2
NZ_CP051370,52.233,86,4581,132,2
NZ_CP029999,52.186,84,4483,169,1
NZ_CP030002,52.221,83,4413,159,1
NZ_CP025280,52.245,84,4282,130,1
NZ_CP034713,52.298,73,4252,288,2
NZ_CP060132,52.252,84,4550,138,2
NZ_CP060134,52.252,84,4521,164,2
NZ_CP051313,52.29,84,4395,132,2
NZ_CP022490,52.303,84,4352,110,2
NZ_CP032304,52.302,84,4376,115,2
NZ_CP007507,52.173,83,4330,176,2
NZ_CP009089,52.156,82,4292,167,2
NZ_CP009090,52.169,79,4253,176,2
NZ_CP009091,52.096,80,4228,201,2
NZ_CP009092,52.156,82,4300,160,2
NZ_CP009093,52.169,83,4276,177,2
NZ_CP009085,52.172,81,4271,151,2
NZ_CP009084,52.172,81,4273,152,2
NZ_CP009086,52.172,82,4271,147,2
NZ_CP009087,52.171,83,4273,145,2
NZ_CP009083,52.173,84,4275,143,2
NZ_CP009088,52.17,82,4241,190,2
NZ_CP008928,52.173,82,4338,166,2
NZ_CP011790,52.172,83,4210,210,2
NZ_CP011791,52.171,83,4174,247,2
NZ_CP009768,52.177,84,4381,175,2
NZ_CP013097,52.172,86,4331,167,2
NZ_CP011942,52.172,83,4341,166,2
NZ_CP074661,52.14,84,4301,192,2
NZ_CP075118,52.172,85,4337,171,2
NZ_CP075120,52.172,83,4334,174,2
NZ_CP022003,52.173,84,4335,168,2
NZ_CP075122,52.172,85,4388,169,2
NZ_CP020825,52.173,86,4330,175,2
NZ_CP020823,52.173,86,4332,173,2
NZ_CP016754,52.168,84,4270,167,2
NZ_CP018635,52.17,86,4336,167,2
NZ_CP018640,52.172,86,4334,167,2
NZ_CP018642,52.106,84,4406,176,2
NZ_CP018644,52.186,83,4175,254,2
NZ_CP018645,52.179,86,4263,221,2
NZ_CP018647,52.249,84,4293,160,2
NZ_CP018655,52.243,84,4507,224,2
NZ_CP018657,52.115,85,4689,148,2
NZ_CP018659,52.172,86,4292,212,2
NZ_CP018661,52.172,85,4364,202,2
NZ_CP018633,52.191,84,4298,225,2
NZ_CP018637,52.126,82,4447,185,2
NZ_CP018648,52.195,85,4390,174,2
NZ_CP018651,52.258,86,4588,193,2
NZ_CP015524,52.177,84,4339,173,2
NZ_CP015526,52.177,84,4339,172,2
NZ_CP019681,52.167,83,4279,155,2
NZ_CP025554,52.179,86,4311,188,2
NZ_CP025559,52.167,84,4386,168,2
NZ_CP028157,52.14,84,4383,181,2
NZ_CP030794,52.167,83,4381,178,2
NZ_CP023475,52.182,84,4352,162,2
NZ_CP033090,52.172,86,4334,167,2
NZ_CP033340,52.14,84,4375,185,2
NZ_CP040644,52.173,86,4339,165,2
NZ_CP040646,52.172,86,4335,168,2
NZ_CP041173,52.177,84,4555,182,2
NZ_CP041176,52.177,84,4459,190,2
NZ_CP043433,52.167,82,4340,175,2
NZ_CP045955,52.258,83,4310,124,2
NZ_CP045956,52.307,83,4273,113,2
NZ_CP041973,52.178,83,4306,242,2
NZ_CP050706,52.176,83,4451,196,2
NZ_CP050709,52.177,84,4435,189,2
NZ_CP050716,52.174,83,4446,196,2
NZ_CP050712,52.174,84,4456,193,2
NZ_CP050721,52.162,83,4404,179,2
NZ_CP050723,52.177,84,4457,194,2
NZ_CP063289,52.172,84,4517,185,2
NZ_CP063700,52.167,83,4348,166,2
NZ_CP063702,52.248,84,4483,208,2
NZ_CP063705,52.253,84,4450,196,2
NZ_CP063708,52.167,84,4348,172,2
NZ_CP084532,52.177,80,4336,176,2
NZ_CP085793,52.176,84,4316,161,2
NZ_CP085792,52.178,84,4319,160,2
NZ_CP085794,52.181,84,4275,158,2
NZ_CP085796,52.179,84,4274,159,2
NZ_CP085795,52.18,84,4274,159,2
NZ_CP085797,52.175,84,4318,158,2
NZ_CP085798,52.167,84,4310,166,2
NZ_CP085814,52.182,84,4272,217,2
NZ_CP085799,52.178,84,4306,173,2
NZ_CP085813,52.18,84,4260,223,2
NZ_CP085800,52.172,84,4315,163,2
NZ_CP085801,52.179,84,4308,169,2
NZ_CP085803,52.18,84,4292,189,2
NZ_CP085802,52.179,84,4314,164,2
NZ_CP085804,52.18,84,4311,169,2
NZ_CP085805,52.18,84,4313,164,2
NZ_CP085806,52.179,84,4315,164,2
NZ_CP085815,52.179,84,4280,201,2
NZ_CP085816,52.179,84,4266,216,2
NZ_CP085817,52.179,84,4312,169,2
NZ_CP085818,52.178,84,4314,164,2
NZ_CP085822,52.179,84,4310,169,2
NZ_CP085823,52.139,84,4278,162,2
NZ_CP085824,52.179,84,4271,159,2
NZ_CP085821,52.179,84,4287,201,2
NZ_CP051651,65.682,53,3985,117,2
NZ_CP043641,70.603,46,4452,22,0
NZ_LR134161,47.013,75,3822,202,0
NZ_LR590469,47.272,83,3904,152,0
NZ_CP030980,47.001,73,3885,203,0
NZ_LR134335,47.031,73,3856,192,0
NZ_CP068056,37.706,70,1643,84,1
NZ_LS483348,37.744,71,1817,111,2
NZ_LS483403,37.706,70,1640,89,1
NZ_LR134203,37.693,61,1730,88,2
NZ_LR594044,37.687,70,1650,96,1
NZ_CP034015,41.124,97,4037,66,0
NC_013456,44.879,124,4426,21,0
NC_013457,44.948,124,4426,21,0
NZ_CP023396,47.542,93,3677,38,0
NZ_CP043440,66.236,61,5734,479,0
NZ_CP043441,66.222,61,5734,479,0
NZ_CP097330,66.186,63,5582,140,0
NZ_CP097331,66.68,63,5582,140,0
NZ_CP080998,67.234,47,5244,66,0
NZ_CP074364,67.452,55,3708,189,1
NZ_CP033043,35.869,151,4916,45,0
NZ_CP088268,35.834,150,4983,149,0
NZ_CP013350,40.406,102,3564,51,0
NZ_CP011030,40.41,103,3591,25,0
NZ_CP018796,43.578,62,2491,53,3
NZ_CP062473,43.644,60,2277,18,3
NZ_CP050493,43.749,61,2359,29,2
NZ_CP066037,66.868,69,6593,84,0
NZ_CP066038,66.808,69,6593,84,0
NZ_CP066040,66.481,69,6593,84,0
NZ_CP066762,66.776,66,5552,137,0
NZ_CP066763,66.748,66,5552,137,0
NZ_CP086291,66.951,68,6362,222,0
NZ_CP086292,66.464,68,6362,222,0
NZ_CP086293,66.527,68,6362,222,0
NZ_CP086297,66.898,68,6645,99,0
NZ_CP086298,66.66,68,6645,99,0
NZ_CP086299,66.314,68,6645,99,0
NZ_CP086304,66.735,68,6605,98,0
NZ_CP086305,66.729,68,6605,98,0
NZ_CP086306,66.358,68,6605,98,0
NZ_CP033838,67.278,67,5642,99,0
NZ_CP033839,66.917,67,5642,99,0
NZ_CP033840,66.859,67,5642,99,0
