accession,domain,species,CN,range,average,range_no_cross,average_no_cross,range_normalized,average_normalized
NZ_CP012179,Bacteria,Pseudomonas syringae pv. actinidiae ICMP 18708,5,0.5782,0.14455,0.88,0.22,0.72275,0.72275
NZ_CP066434,Bacteria,Enterococcus faecium strain Dallas 66,5,0.5785,0.144625,0.6468,0.1617,0.723125,0.723125
NZ_CP054932,Bacteria,Actinomadura sp. NAK00032,5,0.5786,0.14465,0.5786,0.14465,0.72325,0.72325
NZ_CP050816,Bacteria,Enterococcus gallinarum strain EG81,5,0.5786,0.14465,0.5786,0.14465,0.72325,0.72325
NZ_CP051206,Bacteria,Dolichospermum flos-aquae CCAP 1403/13F,5,0.5789,0.144725,0.5789,0.144725,0.723625,0.723625
NZ_CP043506,Bacteria,Acetobacter sp. KACC 21233,5,0.579,0.14475,0.5954,0.14885,0.72375,0.72375
NZ_CP024091,Bacteria,Pedobacter ginsengisoli strain T01R-27,5,0.5792,0.1448,0.6705,0.167625,0.724,0.724
NC_018524,Bacteria,Nocardiopsis alba ATCC BAA-2165,5,0.5793,0.144825,0.5793,0.144825,0.724125,0.724125
NZ_CP065928,Bacteria,Enterococcus faecium strain Dallas 5,5,0.5795,0.144875,0.5795,0.144875,0.724375,0.724375
NZ_CP091143,Bacteria,Pseudomonas avellanae strain NCPPB 3491,5,0.5797,0.144925,0.5797,0.144925,0.724625,0.724625
NZ_CP037745,Bacteria,Rheinheimera sp. D18,5,0.5798,0.14495,0.9084,0.2271,0.72475,0.72475
NZ_CP060694,Bacteria,Aliarcobacter cryaerophilus strain 16CS1292-4,5,0.5801,0.145025,0.5801,0.145025,0.725125,0.725125
NZ_CP085932,Bacteria,Prevotella copri DSM 18205 strain FDAARGOS_1573,5,0.5814,0.14535,0.9387,0.234675,0.72675,0.72675
NZ_CP090699,Bacteria,Burkholderia cepacia strain 2017Y70952565VI,5,0.5815,0.145375,0.7282,0.18205,0.726875,0.726875
NZ_LR215974,Bacteria,Chryseobacterium taihuense strain 3012STDY6944375,5,0.5816,0.1454,0.5816,0.1454,0.727,0.727
NZ_CP032364,Bacteria,Lachnoanaerobaculum umeaense strain DSM 23576 = CCUG 58757,5,0.5817,0.145425,0.8168,0.2042,0.727125,0.727125
NZ_LR699010,Bacteria,Lachnoanaerobaculum umeaense isolate MGYG-HGUT-02522,5,0.5817,0.145425,0.8168,0.2042,0.727125,0.727125
NZ_CP019030,Bacteria,Limosilactobacillus fermentum strain SNUV175,5,0.5818,0.14545,0.5818,0.14545,0.72725,0.72725
NZ_CP066614,Bacteria,Enterococcus faecium strain Dallas 124_3,5,0.5824,0.1456,0.9088,0.2272,0.728,0.728
NZ_CP066606,Bacteria,Enterococcus faecium strain Dallas 124_1,5,0.5824,0.1456,0.9088,0.2272,0.728,0.728
NZ_CP034193,Bacteria,Limosilactobacillus fermentum strain YL-11,5,0.5828,0.1457,0.6481,0.162025,0.7285,0.7285
NZ_CP068171,Bacteria,Chryseobacterium sp. FDAARGOS 1104 strain FDAARGOS_1104,5,0.5831,0.145775,0.7572,0.1893,0.728875,0.728875
NZ_CP047585,Bacteria,Limosilactobacillus fermentum strain AGR1487,5,0.5831,0.145775,0.6411,0.160275,0.728875,0.728875
NZ_AP017973,Bacteria,Limosilactobacillus fermentum strain MTCC 25067,5,0.5833,0.145825,0.6395,0.159875,0.729125,0.729125
NZ_CP019962,Bacteria,Eubacterium limosum strain ATCC 8486,5,0.5834,0.14585,0.5834,0.14585,0.72925,0.72925
NZ_CP021659,Bacteria,Candidatus Fukatsuia symbiotica strain 5D,5,0.5842,0.14605,0.9548,0.2387,0.73025,0.73025
NZ_CP091799,Bacteria,Prevotella bryantii B14,5,0.5846,0.14615,0.774,0.1935,0.73075,0.73075
NZ_CP017007,Bacteria,Pseudomonas syringae pv. actinidiae strain ICMP 20586,5,0.5849,0.146225,0.882,0.2205,0.731125,0.731125
NZ_CP022903,Bacteria,Staphylococcus aureus strain 187,5,0.5857,0.146425,0.6217,0.155425,0.732125,0.732125
NZ_CP035054,Bacteria,Limosilactobacillus fermentum strain SRCM103285,5,0.5857,0.146425,0.6457,0.161425,0.732125,0.732125
NZ_CP022893,Bacteria,Staphylococcus aureus strain 61,5,0.5859,0.146475,0.6215,0.155375,0.732375,0.732375
NZ_CP022894,Bacteria,Staphylococcus aureus strain 191,5,0.5859,0.146475,0.6215,0.155375,0.732375,0.732375
NZ_CP022905,Bacteria,Staphylococcus aureus strain 628,5,0.586,0.1465,0.6215,0.155375,0.7325,0.7325
NZ_CP084061,Bacteria,Blautia sp. NBRC 113351,5,0.586,0.1465,0.586,0.1465,0.7325,0.7325
NZ_CP094265,Bacteria,Actinomadura madurae strain MRC008,5,0.5861,0.146525,0.9851,0.246275,0.732625,0.732625
NZ_CP022904,Bacteria,Staphylococcus aureus strain 629,5,0.5861,0.146525,0.6213,0.155325,0.732625,0.732625
NZ_CP015405,Bacteria,Blautia pseudococcoides strain YL58,5,0.5865,0.146625,0.7882,0.19705,0.733125,0.733125
NZ_CP024644,Bacteria,Komagataeibacter xylinus strain xylinus,5,0.5867,0.146675,0.7342,0.18355,0.733375,0.733375
NZ_CP060692,Bacteria,Aliarcobacter cryaerophilus strain 16CS0830-1,5,0.5868,0.1467,0.5868,0.1467,0.7335,0.7335
NZ_CP016163,Bacteria,Enterococcus faecium strain ISMMS_VRE_11,5,0.5869,0.146725,0.6428,0.1607,0.733625,0.733625
NZ_CP060264,Bacteria,Aliarcobacter cryaerophilus strain 16CS0369-1-AR-4,5,0.5874,0.14685,0.5874,0.14685,0.73425,0.73425
NZ_CP095402,Bacteria,Arthrobacter sp. Helios,5,0.5875,0.146875,0.7707,0.192675,0.734375,0.734375
NZ_CP032825,Bacteria,Aliarcobacter cryaerophilus D2610,5,0.5876,0.1469,0.5876,0.1469,0.7345,0.7345
NZ_CP048626,Bacteria,Blautia producta ATCC 27340 = DSM 2950 strain JCM 1471,5,0.5879,0.146975,0.5879,0.146975,0.734875,0.734875
NZ_CP094266,Bacteria,Actinomadura madurae strain MRC005,5,0.5883,0.147075,0.6889,0.172225,0.735375,0.735375
NZ_CP026655,Bacteria,Aliarcobacter cryaerophilus strain G13RTA,5,0.5886,0.14715,0.5886,0.14715,0.73575,0.73575
NC_007963,Bacteria,Chromohalobacter salexigens DSM 3043,5,0.5887,0.147175,0.7957,0.198925,0.735875,0.735875
NZ_CP080621,Bacteria,Limosilactobacillus reuteri strain SD-RD830-FR,5,0.589,0.14725,0.589,0.14725,0.73625,0.73625
NZ_CP011861,Bacteria,Erysipelothrix rhusiopathiae strain SE38,5,0.5892,0.1473,0.5892,0.1473,0.7365,0.7365
NZ_CP017116,Bacteria,Erysipelothrix rhusiopathiae strain WH13013,5,0.5893,0.147325,0.5893,0.147325,0.736625,0.736625
NZ_CP073066,Bacteria,Lentilactobacillus buchneri strain ATCC 4005,5,0.5902,0.14755,0.6932,0.1733,0.73775,0.73775
NZ_CP039126,Bacteria,Blautia producta strain DSM 2950,5,0.5911,0.147775,0.7913,0.197825,0.738875,0.738875
NZ_CP066267,Bacteria,Pseudomonas tremae strain PA-1-12B,5,0.5913,0.147825,0.8562,0.21405,0.739125,0.739125
NZ_AP024510,Bacteria,Longicatena caecimuris strain 3BBH23,5,0.5915,0.147875,0.5915,0.147875,0.739375,0.739375
NZ_CP024705,Bacteria,Fusobacterium pseudoperiodonticum strain KCOM 2653,5,0.5916,0.1479,0.5916,0.1479,0.7395,0.7395
NZ_CP007620,Bacteria,Pseudomonas putida strain DLL-E4,5,0.5921,0.148025,0.755,0.18875,0.740125,0.740125
NZ_CP026069,Bacteria,Staphylococcus aureus strain FDAARGOS_25,5,0.5922,0.14805,0.6161,0.154025,0.74025,0.74025
NZ_CP026958,Bacteria,Staphylococcus aureus strain FDAARGOS_40,5,0.5923,0.148075,0.5923,0.148075,0.740375,0.740375
NZ_CP082359,Bacteria,Limosilactobacillus fermentum strain ACA-DC 179,5,0.5925,0.148125,0.8355,0.208875,0.740625,0.740625
NZ_LN898144,Bacteria,Paucilactobacillus oligofermentans DSM 15707 = LMG 22743 isolate LACOL,5,0.5926,0.14815,0.5926,0.14815,0.74075,0.74075
NZ_CP042392,Bacteria,Loigolactobacillus coryniformis strain CBA3616,5,0.5929,0.148225,0.5929,0.148225,0.741125,0.741125
NZ_CP044354,Bacteria,Limosilactobacillus fermentum strain 2760,5,0.5933,0.148325,0.6288,0.1572,0.741625,0.741625
NZ_CP024731,Bacteria,Fusobacterium pseudoperiodonticum strain KCOM 1262,5,0.5933,0.148325,0.8822,0.22055,0.741625,0.741625
NC_020819,Bacteria,Levilactobacillus brevis KB290,5,0.5933,0.148325,0.5933,0.148325,0.741625,0.741625
NZ_CP064424,Bacteria,Enterococcus faecium strain PR01996-12,5,0.5937,0.148425,0.6381,0.159525,0.742125,0.742125
NZ_CP062473,Bacteria,Lentilactobacillus parabuchneri strain KEM,5,0.5939,0.148475,0.7238,0.18095,0.742375,0.742375
NZ_CP024700,Bacteria,Fusobacterium pseudoperiodonticum strain KCOM 1263,5,0.5944,0.1486,0.8825,0.220625,0.743,0.743
NZ_CP073062,Bacteria,Limosilactobacillus reuteri strain RTR,5,0.5944,0.1486,0.6433,0.160825,0.743,0.743
NC_014624,Bacteria,Eubacterium callanderi,5,0.5948,0.1487,0.9122,0.22805,0.7435,0.7435
NZ_CP024698,Bacteria,Fusobacterium pseudoperiodonticum strain KCOM 1283,5,0.5955,0.148875,0.5955,0.148875,0.744375,0.744375
NZ_CP031169,Bacteria,Levilactobacillus brevis strain UCCLBBS124,5,0.5961,0.149025,0.5961,0.149025,0.745125,0.745125
NZ_CP053839,Bacteria,Aliarcobacter lanthieri strain LMG 28516,5,0.5982,0.14955,0.603,0.15075,0.74775,0.74775
NZ_CP091801,Bacteria,Prevotella bryantii strain TC1-1,5,0.5984,0.1496,0.7611,0.190275,0.748,0.748
NZ_CP028491,Bacteria,Carboxydocella thermautotrophica strain 019,5,0.5985,0.149625,0.9755,0.243875,0.748125,0.748125
NZ_CP017713,Bacteria,Loigolactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001,5,0.5992,0.1498,0.7091,0.177275,0.749,0.749
NC_009850,Bacteria,Aliarcobacter butzleri RM4018,5,0.6001,0.150025,0.6096,0.1524,0.750125,0.750125
NZ_CP021235,Bacteria,Pontibacter actiniarum strain DSM 19842,5,0.6006,0.15015,0.8263,0.206575,0.75075,0.75075
NZ_CP040507,Bacteria,Aliarcobacter butzleri JV22,5,0.6009,0.150225,0.6094,0.15235,0.751125,0.751125
NZ_LT906455,Bacteria,Aliarcobacter butzleri strain NCTC 12481,5,0.6012,0.1503,0.6107,0.152675,0.7515,0.7515
NZ_CP081855,Bacteria,Limosilactobacillus panis strain MT-01,5,0.6012,0.1503,0.6012,0.1503,0.7515,0.7515
NZ_CP053228,Bacteria,Blautia pseudococcoides strain SCSK,5,0.6016,0.1504,0.7517,0.187925,0.752,0.752
NZ_CP094984,Bacteria,Arthrobacter sp. zg-Y462,5,0.6025,0.150625,0.6025,0.150625,0.753125,0.753125
NZ_CP018796,Bacteria,Lentilactobacillus parabuchneri strain FAM21731,5,0.6028,0.1507,0.7086,0.17715,0.7535,0.7535
NZ_CP048643,Bacteria,Staphylococcus aureus strain SR153,5,0.6042,0.15105,0.6059,0.151475,0.75525,0.75525
NZ_CP013433,Bacteria,Burkholderia vietnamiensis strain AU1233,5,0.6046,0.15115,0.8205,0.205125,0.75575,0.75575
NZ_CP035282,Bacteria,Acidilutibacter cellobiosedens strain JN-28,5,0.605,0.15125,0.9857,0.246425,0.75625,0.75625
NZ_CP017261,Bacteria,Lacticaseibacillus paracasei strain FAM18149,5,0.605,0.15125,0.8346,0.20865,0.75625,0.75625
NZ_CP024703,Bacteria,Fusobacterium pseudoperiodonticum strain KCOM 2305,5,0.605,0.15125,0.605,0.15125,0.75625,0.75625
NZ_CP021509,Bacteria,Acetobacter pasteurianus subsp. pasteurianus strain SRCM101342,5,0.6052,0.1513,0.6052,0.1513,0.7565,0.7565
NZ_CP060693,Bacteria,Aliarcobacter cryaerophilus strain 16CS1285-4,5,0.6052,0.1513,0.6052,0.1513,0.7565,0.7565
NZ_CP074436,Bacteria,Polaribacter sp. Q13,5,0.6061,0.151525,0.9089,0.227225,0.757625,0.757625
NZ_CP058278,Bacteria,Flavobacterium inviolabile strain P2-65,5,0.6064,0.1516,0.6064,0.1516,0.758,0.758
NZ_CP024699,Bacteria,Fusobacterium pseudoperiodonticum strain KCOM 1261,5,0.6065,0.151625,0.6065,0.151625,0.758125,0.758125
NZ_AP025565,Bacteria,[Clostridium] innocuum strain CE91-St51,5,0.6068,0.1517,0.6793,0.169825,0.7585,0.7585
CP079714,Bacteria,Streptobacillus moniliformis strain BK14232,5,0.6069,0.151725,0.8368,0.2092,0.758625,0.758625
NZ_CP091796,Bacteria,Prevotella bryantii strain 92/1,5,0.6069,0.151725,0.6069,0.151725,0.758625,0.758625
NZ_CP082858,Bacteria,Granulicatella adiacens strain FDAARGOS_1477,5,0.6071,0.151775,0.6071,0.151775,0.758875,0.758875
NZ_CP031182,Bacteria,Levilactobacillus brevis strain UCCLB95,5,0.6072,0.1518,0.746,0.1865,0.759,0.759
NZ_CP011492,Bacteria,Streptomyces sp. CNQ-509,5,0.6076,0.1519,0.6076,0.1519,0.7595,0.7595
NZ_CP050493,Bacteria,Lentilactobacillus parabuchneri strain NSMJ16,5,0.6078,0.15195,0.7177,0.179425,0.75975,0.75975
NZ_CP045240,Bacteria,Limosilactobacillus vaginalis strain LV515,5,0.608,0.152,0.6255,0.156375,0.76,0.76
NZ_CP041730,Bacteria,Chitinimonas arctica strain R3-44,5,0.608,0.152,0.608,0.152,0.76,0.76
NZ_OW711693,Bacteria,Anaeropeptidivorans aminofermentans strain M3/9,5,0.6085,0.152125,0.6085,0.152125,0.760625,0.760625
NC_014934,Bacteria,Cellulophaga algicola DSM 14237,5,0.6088,0.1522,0.6088,0.1522,0.761,0.761
NZ_LR134384,Bacteria,Prevotella oris strain NCTC13071,5,0.6089,0.152225,0.8544,0.2136,0.761125,0.761125
NZ_CP029618,Bacteria,Streptomyces sp. WAC 06738,5,0.6098,0.15245,0.6098,0.15245,0.76225,0.76225
NZ_AP024484,Bacteria,Prevotella herbatica strain WR041,5,0.6101,0.152525,0.6101,0.152525,0.762625,0.762625
NC_017187,Bacteria,Aliarcobacter butzleri ED-1,5,0.6108,0.1527,0.6108,0.1527,0.7635,0.7635
NZ_CP024704,Bacteria,Fusobacterium pseudoperiodonticum strain KCOM 2555,5,0.6109,0.152725,0.8943,0.223575,0.763625,0.763625
NZ_CP082362,Bacteria,Streptomyces sp. MA3_2.13,5,0.611,0.15275,0.611,0.15275,0.76375,0.76375
NZ_LS483405,Bacteria,Levilactobacillus brevis strain NCTC13768,5,0.6114,0.15285,0.6114,0.15285,0.76425,0.76425
NZ_CP035945,Bacteria,Blautia producta strain PMF1,5,0.6117,0.152925,0.8257,0.206425,0.764625,0.764625
NZ_CP042371,Bacteria,Secundilactobacillus malefermentans strain CBA3618,5,0.612,0.153,0.7519,0.187975,0.765,0.765
NC_021878,Bacteria,Aliarcobacter butzleri 7h1h,5,0.612,0.153,0.617,0.15425,0.765,0.765
NZ_CP015164,Bacteria,Acetobacter ascendens strain LMG 1590,5,0.612,0.153,0.612,0.153,0.765,0.765
NZ_CP031208,Bacteria,Levilactobacillus brevis strain UCCLB521,5,0.6121,0.153025,0.6121,0.153025,0.765125,0.765125
NZ_CP048837,Bacteria,[Clostridium] innocuum strain LC-LUMC-CI-001,5,0.6121,0.153025,0.6618,0.16545,0.765125,0.765125
NZ_CP044361,Bacteria,Lacticaseibacillus paracasei strain TD 062,5,0.6122,0.15305,0.7926,0.19815,0.76525,0.76525
NZ_CP091798,Bacteria,Prevotella bryantii strain TS1-5,5,0.6122,0.15305,0.7471,0.186775,0.76525,0.76525
NZ_CP025407,Bacteria,Streptomyces sp. CMB-StM0423,5,0.6123,0.153075,0.6123,0.153075,0.765375,0.765375
NZ_CP024702,Bacteria,Fusobacterium pseudoperiodonticum strain KCOM 1282,5,0.6134,0.15335,0.8805,0.220125,0.76675,0.76675
NZ_CP033885,Bacteria,Levilactobacillus brevis strain LMT1-73,5,0.6138,0.15345,0.6138,0.15345,0.76725,0.76725
NZ_CP046123,Bacteria,Enterococcus casseliflavus strain EC291,5,0.614,0.1535,0.8241,0.206025,0.7675,0.7675
NZ_CP024635,Bacteria,Levilactobacillus brevis strain BDGP6,5,0.615,0.15375,0.7122,0.17805,0.76875,0.76875
NZ_CP080569,Bacteria,Apilactobacillus kunkeei strain 7K4AA,5,0.6164,0.1541,0.6164,0.1541,0.7705,0.7705
NZ_CP028108,Bacteria,Fusobacterium periodonticum strain 2_1_31,5,0.6169,0.154225,0.6795,0.169875,0.771125,0.771125
NZ_CP032739,Bacteria,Enterococcus casseliflavus strain EC-369,5,0.6175,0.154375,0.6175,0.154375,0.771875,0.771875
NZ_LR134506,Bacteria,Porphyromonas cangingivalis strain NCTC12856,5,0.6177,0.154425,0.8637,0.215925,0.772125,0.772125
NZ_CP014873,Bacteria,Loigolactobacillus backii strain TMW 1.1989,5,0.6184,0.1546,0.954,0.2385,0.773,0.773
NZ_CP094942,Bacteria,[Clostridium] innocuum strain VE303-07,5,0.6188,0.1547,0.7456,0.1864,0.7735,0.7735
NC_008497,Bacteria,Levilactobacillus brevis ATCC 367,5,0.6191,0.154775,0.6191,0.154775,0.773875,0.773875
NZ_CP014899,Bacteria,Loigolactobacillus backii strain TMW 1.2002,5,0.6191,0.154775,0.6191,0.154775,0.773875,0.773875
NZ_CP041395,Bacteria,Bacteroides ovatus strain 3725 D1 iv,5,0.6191,0.154775,0.6191,0.154775,0.773875,0.773875
NZ_CP044117,Bacteria,Roseomonas mucosa strain FDAARGOS_658,5,0.6201,0.155025,0.8403,0.210075,0.775125,0.775125
NZ_CP019734,Bacteria,Levilactobacillus brevis strain TMW 1.2108,5,0.6209,0.155225,0.6209,0.155225,0.776125,0.776125
NZ_AP018255,Bacteria,Calothrix sp. NIES-4071 DNA,5,0.6211,0.155275,0.7607,0.190175,0.776375,0.776375
NZ_CP049329,Bacteria,Flavobacterium sp. Sr18,5,0.6214,0.15535,0.7141,0.178525,0.77675,0.77675
NZ_CP024701,Bacteria,Fusobacterium pseudoperiodonticum strain KCOM 1277,5,0.6228,0.1557,0.6461,0.161525,0.7785,0.7785
NZ_CP012187,Bacteria,Lacticaseibacillus paracasei strain CAUH35,5,0.6229,0.155725,0.803,0.20075,0.778625,0.778625
NZ_CP018906,Bacteria,Lentilactobacillus curieae strain CCTCC M 2011381,5,0.623,0.15575,0.6989,0.174725,0.77875,0.77875
NZ_CP050541,Bacteria,Levilactobacillus brevis strain NSMJ23,5,0.6231,0.155775,0.8365,0.209125,0.778875,0.778875
NZ_CP092264,Bacteria,Levilactobacillus brevis strain YSJ3,5,0.6233,0.155825,0.6233,0.155825,0.779125,0.779125
NZ_CP031198,Bacteria,Levilactobacillus brevis strain UCCLBBS449,5,0.6234,0.15585,0.6234,0.15585,0.77925,0.77925
NZ_CP080568,Bacteria,Apilactobacillus kunkeei strain DSMZ 12361,5,0.6235,0.155875,0.6235,0.155875,0.779375,0.779375
NZ_CP048838,Bacteria,[Clostridium] innocuum strain ATCC 14501,5,0.6244,0.1561,0.6762,0.16905,0.7805,0.7805
NZ_CP015338,Bacteria,Levilactobacillus brevis strain 100D8,5,0.6248,0.1562,0.7324,0.1831,0.781,0.781
NZ_LR134538,Bacteria,Corynebacterium diphtheriae strain NCTC3529,5,0.6268,0.1567,0.6268,0.1567,0.7835,0.7835
NZ_CP021479,Bacteria,Levilactobacillus brevis strain SRCM101174,5,0.6272,0.1568,0.6272,0.1568,0.784,0.784
NZ_CP025958,Bacteria,Gemmata obscuriglobus strain DSM 5831,5,0.6272,0.1568,0.6272,0.1568,0.784,0.784
NZ_CP042911,Bacteria,Gemmata obscuriglobus strain DSM 5831,5,0.6272,0.1568,0.6272,0.1568,0.784,0.784
NZ_CP014881,Bacteria,Loigolactobacillus backii strain TMW 1.1991,5,0.6273,0.156825,0.8791,0.219775,0.784125,0.784125
NZ_CP085930,Bacteria,Coprococcus eutactus ATCC 27759 strain FDAARGOS_1581,5,0.6278,0.15695,0.629,0.15725,0.78475,0.78475
NZ_CP045567,Bacteria,Lacticaseibacillus paracasei strain TK-P4A,5,0.628,0.157,0.7664,0.1916,0.785,0.785
NC_018610,Bacteria,Lentilactobacillus buchneri subsp. silagei CD034,5,0.6288,0.1572,0.6288,0.1572,0.786,0.786
NZ_CP031185,Bacteria,Levilactobacillus brevis strain SA-C12,5,0.6291,0.157275,0.6291,0.157275,0.786375,0.786375
NZ_CP028254,Bacteria,Pediococcus pentosaceus strain SRCM102734,5,0.6292,0.1573,0.7026,0.17565,0.7865,0.7865
NZ_CP029644,Bacteria,Corynebacterium diphtheriae strain BQ11,5,0.6293,0.157325,0.6293,0.157325,0.786625,0.786625
NZ_CP012920,Bacteria,Apilactobacillus kunkeei strain MP2,5,0.6297,0.157425,0.8183,0.204575,0.787125,0.787125
NZ_CP014890,Bacteria,Loigolactobacillus backii strain TMW 1.1992,5,0.63,0.1575,0.8775,0.219375,0.7875,0.7875
NZ_CP066024,Bacteria,Enterococcus casseliflavus strain FDAARGOS_998,5,0.6303,0.157575,0.8266,0.20665,0.787875,0.787875
NZ_LT854705,Bacteria,Levilactobacillus zymae strain ACA-DC 3411,5,0.6304,0.1576,0.7664,0.1916,0.788,0.788
NZ_CP021426,Bacteria,Lacticaseibacillus rhamnosus strain 4B15,5,0.6306,0.15765,0.6306,0.15765,0.78825,0.78825
NZ_AP012544,Bacteria,Lacticaseibacillus casei DSM 20011 = JCM 1134 = ATCC 393,5,0.6308,0.1577,0.7768,0.1942,0.7885,0.7885
NZ_CP073317,Bacteria,Lacticaseibacillus rhamnosus strain CE1,5,0.631,0.15775,0.7449,0.186225,0.78875,0.78875
NZ_CP073915,Bacteria,Lacticaseibacillus rhamnosus strain AS,5,0.631,0.15775,0.7449,0.186225,0.78875,0.78875
NZ_CP019448,Bacteria,Simonsiella muelleri ATCC 29453,5,0.6312,0.1578,0.6312,0.1578,0.789,0.789
NZ_CP064303,Bacteria,Lacticaseibacillus casei strain MGB0470,5,0.6318,0.15795,0.6318,0.15795,0.78975,0.78975
NZ_CP078097,Bacteria,Lacticaseibacillus paracasei subsp. paracasei strain GR0548,5,0.6318,0.15795,0.6318,0.15795,0.78975,0.78975
NZ_CP042282,Bacteria,Bacteroides xylanisolvens strain APCS1/XY,5,0.6319,0.157975,0.7809,0.195225,0.789875,0.789875
NZ_CP014623,Bacteria,Loigolactobacillus backii strain TMW 1.1988,5,0.632,0.158,0.8766,0.21915,0.79,0.79
NZ_CP043615,Bacteria,Lentilactobacillus buchneri strain MGB0786,5,0.6324,0.1581,0.709,0.17725,0.7905,0.7905
NZ_CP024588,Bacteria,Roseomonas sp. FDAARGOS_362,5,0.6325,0.158125,0.6325,0.158125,0.790625,0.790625
NZ_CP067042,Bacteria,Lacticaseibacillus rhamnosus strain B6,5,0.6333,0.158325,0.7644,0.1911,0.791625,0.791625
NZ_CP053619,Bacteria,Lacticaseibacillus rhamnosus strain LV108,5,0.6334,0.15835,0.7643,0.191075,0.79175,0.79175
NZ_LT220504,Bacteria,Lacticaseibacillus rhamnosus strain BPL5,5,0.6341,0.158525,0.7788,0.1947,0.792625,0.792625
NZ_CP097484,Bacteria,Methylobacterium tardum strain DSM 19566,5,0.635,0.15875,0.7635,0.190875,0.79375,0.79375
NC_022112,Bacteria,Lacticaseibacillus paracasei subsp. paracasei 8700:2,5,0.6352,0.1588,0.7584,0.1896,0.794,0.794
NZ_CP047260,Bacteria,Pseudomonas syringae pv. maculicola str. ES4326,5,0.6359,0.158975,0.8023,0.200575,0.794875,0.794875
NZ_CP066568,Bacteria,Enterococcus faecium strain Dallas 97_1,5,0.6359,0.158975,0.6359,0.158975,0.794875,0.794875
NC_015428,Bacteria,Lentilactobacillus buchneri NRRL B-30929,5,0.6361,0.159025,0.6361,0.159025,0.795125,0.795125
NZ_CP029546,Bacteria,Lacticaseibacillus paracasei strain EG9,5,0.6363,0.159075,0.7665,0.191625,0.795375,0.795375
NZ_CP087135,Bacteria,Flavobacterium sp. F-340,5,0.6363,0.159075,0.7932,0.1983,0.795375,0.795375
NZ_CP040521,Bacteria,Corynebacterium diphtheriae strain CD1036,5,0.638,0.1595,0.638,0.1595,0.7975,0.7975
NZ_CP032819,Bacteria,Butyricimonas faecalis strain H184,5,0.6381,0.159525,0.8492,0.2123,0.797625,0.797625
NZ_CP064304,Bacteria,Lacticaseibacillus paracasei subsp. tolerans strain MGB0734,5,0.6382,0.15955,0.6382,0.15955,0.79775,0.79775
NZ_CP013921,Bacteria,Lacticaseibacillus paracasei strain KL1,5,0.6387,0.159675,0.7697,0.192425,0.798375,0.798375
NZ_CP053180,Bacteria,Enterococcus casseliflavus strain SP11,5,0.6389,0.159725,0.8078,0.20195,0.798625,0.798625
NZ_LR698954,Bacteria,Lacticaseibacillus rhamnosus isolate MGYG-HGUT-01293,5,0.6391,0.159775,0.7511,0.187775,0.798875,0.798875
NC_013198,Bacteria,Lacticaseibacillus rhamnosus GG,5,0.6391,0.159775,0.7511,0.187775,0.798875,0.798875
NZ_CP031290,Bacteria,Lacticaseibacillus rhamnosus GG,5,0.6392,0.1598,0.7511,0.187775,0.799,0.799
NZ_CP044506,Bacteria,Lacticaseibacillus rhamnosus strain BIO6870,5,0.6395,0.159875,0.7509,0.187725,0.799375,0.799375
NZ_CP068132,Bacteria,Enterococcus casseliflavus strain FDAARGOS_1120,5,0.6395,0.159875,0.6395,0.159875,0.799375,0.799375
NC_017482,Bacteria,Lacticaseibacillus rhamnosus GG,5,0.6396,0.1599,0.751,0.18775,0.7995,0.7995
NZ_CP051227,Bacteria,Lacticaseibacillus rhamnosus strain LDTM7511,5,0.6399,0.159975,0.8286,0.20715,0.799875,0.799875
NZ_CP025428,Bacteria,Lacticaseibacillus rhamnosus strain LR-B1,5,0.6399,0.159975,0.751,0.18775,0.799875,0.799875
NZ_CP046395,Bacteria,Lacticaseibacillus rhamnosus GG strain JL-1,5,0.6399,0.159975,0.751,0.18775,0.799875,0.799875
NZ_CP046453,Bacteria,Corynebacterium comes strain 2019,5,0.6401,0.160025,0.7049,0.176225,0.800125,0.800125
NZ_CP021484,Bacteria,Pediococcus acidilactici strain SRCM100424,5,0.6408,0.1602,0.7779,0.194475,0.801,0.801
NZ_CP021529,Bacteria,Pediococcus acidilactici strain SRCM101189,5,0.6408,0.1602,0.7779,0.194475,0.801,0.801
NZ_CP021487,Bacteria,Pediococcus acidilactici strain SRCM100313,5,0.6408,0.1602,0.7778,0.19445,0.801,0.801
